"","Тип","Постоянная.кислотность..г.л.винной.кислоты.","Летучая.кислотность..г.л.уксусной.кислоты.","Содержание.лимонной.кислоты..г.л.","Остаточный.сахар..г.л.","Хлориды..г.л.поваренной.соли.","Свободный.диоксид.серы..мг.л.","Суммарный.диоксид.серы..мг.л.","Плотность..г.см3.","pH","Сульфаты..г.л.сульфата.калия.","Содержание.алкоголя...","Экспертная.оценка"
"1417","красное",10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5
"1418","красное",7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7
"1419","красное",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5
"1420","красное",7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5
"1421","красное",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5
"1422","красное",7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5
"1423","красное",7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6
"1424","красное",6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,4
"1425","красное",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6
"1426","красное",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6
"1427","красное",7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6
"1428","красное",7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5
"1429","красное",7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,5
"1430","красное",7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5
"1431","красное",7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5
"1432","красное",7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6
"1433","красное",5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,6
"1434","красное",6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7
"1435","красное",10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6
"1436","красное",10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6
"1437","красное",10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5
"1438","красное",6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5
"1439","красное",7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5
"1440","красное",7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0666666666667,6
"1441","красное",7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7
"1442","красное",7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.56666666666667,6
"1443","красное",6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5
"1444","красное",6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5
"1445","красное",7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,6
"1446","красное",7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6
"1447","красное",6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5
"1448","красное",6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,5
"1449","красное",6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,5
"1450","красное",7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,8
"1451","красное",7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7
"1452","красное",7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7
"1453","красное",6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7
"1454","красное",7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5
"1455","красное",11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6
"1456","красное",6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6
"1457","красное",6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,6
"1458","красное",7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5
"1459","красное",8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5
"1460","красное",7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7
"1461","красное",6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,6
"1462","красное",6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4
"1463","красное",6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6
"1464","красное",6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,6
"1465","красное",6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5
"1466","красное",6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5
"1467","красное",7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7
"1468","красное",6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4
"1469","красное",7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7
"1470","красное",7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,3
"1471","красное",10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5
"1472","красное",6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5
"1473","красное",7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6
"1474","красное",6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5
"1475","красное",9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5
"1476","красное",5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.5666666666667,7
"1477","красное",9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5
"1478","красное",5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7
"1479","красное",7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,3
"1480","красное",8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5
"1481","красное",5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,4
"1482","красное",8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5
"1483","красное",7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4
"1484","красное",8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,5
"1485","красное",6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4
"1486","красное",7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5
"1487","красное",6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5
"1488","красное",6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,5
"1489","красное",5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5
"1490","красное",6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,6
"1491","красное",7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6
"1492","красное",5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5
"1493","красное",6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5
"1494","красное",7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5
"1495","красное",6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,7
"1496","красное",7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6
"1497","красное",7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5
"1498","красное",6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6
"1499","красное",6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6
"1500","красное",6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6
"1501","красное",7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,5
"1502","красное",7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5
"1503","красное",7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5
"1504","красное",6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,6
"1505","красное",7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6
"1506","красное",6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3
"1507","красное",6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6
"1508","красное",7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6
"1509","красное",7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6
"1510","красное",7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5
"1511","красное",6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6
"1512","красное",7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5
"1513","красное",6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,6
"1514","красное",6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6
"1515","красное",6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.23333333333333,6
"1516","красное",6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6
"1517","красное",6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5
"1518","красное",6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6
"1519","красное",7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5
"1520","красное",6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5
"1521","красное",6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6
"1522","красное",6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4
"1523","красное",6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5
"1524","красное",6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5
"1525","красное",6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6
"1526","красное",6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5
"1527","красное",6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6
"1528","красное",7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6
"1529","красное",7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6
"1530","красное",7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6
"1531","красное",6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6
"1532","красное",6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5
"1533","красное",7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6
"1534","красное",8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5
"1535","красное",6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7
"1536","красное",7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6
"1537","красное",6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6
"1538","красное",5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,6
"1539","красное",6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,5
"1540","красное",7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5
"1541","красное",6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,6
"1542","красное",7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7
"1543","красное",6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6
"1544","красное",11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6
"1545","красное",8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7
"1546","красное",6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6
"1547","красное",7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5
"1548","красное",6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5
"1549","красное",11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5
"1550","красное",7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8
"1551","красное",7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5
"1552","красное",7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5
"1553","красное",6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6
"1554","красное",7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5
"1555","красное",6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6
"1556","красное",7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7
"1557","красное",6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5
"1558","красное",6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6
"1559","красное",6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,5
"1560","красное",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5
"1561","красное",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5
"1562","красное",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5
"1563","красное",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
"1564","красное",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
"1565","красное",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
"1566","красное",6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6
"1567","красное",6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6
"1568","красное",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5
"1569","красное",7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5
"1570","красное",6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,6
"1571","красное",6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6
"1572","красное",6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6
"1573","красное",7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5
"1574","красное",6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6
"1575","красное",5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,6
"1576","красное",7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6
"1577","красное",8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6
"1578","красное",6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6
"1579","красное",6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6
"1580","красное",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5
"1581","красное",7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6
"1582","красное",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5
"1583","красное",6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5
"1584","красное",6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5
"1585","красное",6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7
"1586","красное",7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6
"1587","красное",7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6
"1588","красное",5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6
"1589","красное",7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,6
"1590","красное",6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,5
"1591","красное",6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,6
"1592","красное",5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6
"1593","красное",6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6
"1594","красное",6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,6
"1595","красное",6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5
"1596","красное",5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6
"1597","красное",6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6
"1598","красное",5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5
"1599","красное",6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6
"1600","белое",7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
"1601","белое",6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6
"1602","белое",8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
"1603","белое",7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6
"1604","белое",7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6
"1605","белое",8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
"1606","белое",6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6
"1607","белое",7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6
"1608","белое",6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6
"1609","белое",8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6
"1610","белое",8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5
"1611","белое",8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,5
"1612","белое",7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5
"1613","белое",6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7
"1614","белое",8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,5
"1615","белое",6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,7
"1616","белое",6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6
"1617","белое",6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
"1618","белое",7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6
"1619","белое",6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,5
"1620","белое",6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
"1621","белое",6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,7
"1622","белое",6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8
"1623","белое",7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5
"1624","белое",6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,6
"1625","белое",7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6
"1626","белое",6.9,0.24,0.35,1,0.052,35,146,0.993,3.45,0.44,10,6
"1627","белое",7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,6
"1628","белое",7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,6
"1629","белое",7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7
"1630","белое",8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6
"1631","белое",8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6
"1632","белое",7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6
"1633","белое",6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,6
"1634","белое",5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,5
"1635","белое",7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5
"1636","белое",6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,5
"1637","белое",7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6
"1638","белое",7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5
"1639","белое",7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5
"1640","белое",6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,6
"1641","белое",6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,6
"1642","белое",7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6
"1643","белое",6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,6
"1644","белое",6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6
"1645","белое",7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7
"1646","белое",6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4
"1647","белое",6.2,0.46,0.25,4.4,0.066,62,207,0.9939,3.25,0.52,9.8,5
"1648","белое",7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6
"1649","белое",6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,5
"1650","белое",7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,6
"1651","белое",6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,7
"1652","белое",6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7
"1653","белое",6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6
"1654","белое",6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,6
"1655","белое",6.9,0.25,0.35,1.3,0.039,29,191,0.9908,3.13,0.52,11,6
"1656","белое",7.2,0.21,0.34,11.9,0.043,37,213,0.9962,3.09,0.5,9.6,6
"1657","белое",6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
"1658","белое",6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
"1659","белое",7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6
"1660","белое",6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6
"1661","белое",6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
"1662","белое",7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5
"1663","белое",6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
"1664","белое",7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6
"1665","белое",6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,5
"1666","белое",6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7
"1667","белое",6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,5
"1668","белое",6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8
"1669","белое",7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5
"1670","белое",6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6
"1671","белое",6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5
"1672","белое",6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,5
"1673","белое",8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6
"1674","белое",6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8
"1675","белое",7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5
"1676","белое",7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7
"1677","белое",7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7
"1678","белое",7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,5
"1679","белое",6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,5
"1680","белое",6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,6
"1681","белое",7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6
"1682","белое",7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5
"1683","белое",7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6
"1684","белое",7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5
"1685","белое",7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6
"1686","белое",7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6
"1687","белое",6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,6
"1688","белое",7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5
"1689","белое",7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6
"1690","белое",7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6
"1691","белое",6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,5
"1692","белое",6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7
"1693","белое",6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7
"1694","белое",7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7
"1695","белое",7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6
"1696","белое",6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6
